client_id,client_district_id,disp_id,account_id,type,birth_year,birth_month,birth_day,gender,age,age_group,bank_district_id,frequency,account_date,LOR,max_trans_date,recency,num_of_transactions,total_credit,total_withdrawal,net_saving_rate,min_balance,max_balance,avg_balance,balance_volatility,last_balance,neg_balance_days,q1_credit_debit_ratio,q2_credit_debit_ratio,q3_credit_debit_ratio,q4_credit_debit_ratio,total_credit_card_withdrawal,total_credit_cash,total_debit_cash,total_collections,total_remittance,card_withdrawal_ratio,cash_withdrawal_ratio,cash_deposit_ratio,collection_remittance_ratio,num_loan_payments,sum_loan_payments,num_insurance_payments,total_insurance_payments,num_household_payments,total_household_payments,total_pension,total_intereset_credited,num_of_sanctions,region,inhabitants,avg_salary,crimes_96,crime_ratio_96_95,unemp_rate_96,unemp_ratio_96_95,urban_ratio,entrepreneurs_per_1000,had_previous_loan_96,amount,duration,monthly_payments,status,debt_income_ratio,days_from_acct_to_loan,avg_balance_bef_loan,avg_balance_aft_loan,aggressiveness_ratio,had_prev_card_96,card_type,days_from_acct_to_card,got_loan_97,got_card_97
44,38,44,36,OWNER,1977,1,11,F,19,youth,1,POPLATEK MESICNE,1993-07-01,3,1996-12-31,0,73,260001.0,277783.2,-0.06839281387379284,17322.8,64711.8,40213.916438356166,11901.05509588463,27092.3,0,0.8155626960696364,1.1118842016304797,0.9223984346682884,0.9185366404555172,0.0,258076.0,228955.2,0.0,48828.0,-1.0,0.8242226311742394,0.9925961823223757,-1.0,0.0,0.0,0.0,0.0,12.0,48828.0,0.0,1925.0,0.0,north Bohemia,85852,8965,2822,1.0637014700339238,8.23,1.1624293785310735,59.8,104,0.0,0.0,0.0,0.0,-1,-1.0,-1,0.0,0.0,-1.0,0.0,-1,-1,0.0,0.0
47,76,47,39,OWNER,1934,7,14,M,62,Adult,36,POPLATEK MESICNE,1993-09-22,3,1996-12-31,0,75,78939.40000000001,71315.2,0.09658294843892924,14301.1,35721.4,26122.557333333334,5507.753743812383,29700.7,0,0.8951195509549497,1.468672798166503,1.1922441647376545,1.0226849649409477,0.0,0.0,33935.2,77688.0,37380.0,-1.0,0.4758480660504352,-1.0,2.078330658105939,0.0,0.0,0.0,0.0,12.0,1740.0,77688.0,1251.4,0.0,north Moravia,127369,8369,2807,0.7513383297644539,5.88,1.2431289640591965,51.2,107,0.0,0.0,0.0,0.0,-1,-1.0,-1,0.0,0.0,-1.0,0.0,-1,-1,0.0,0.0
48,16,48,40,OWNER,1940,2,9,M,56,Adult,64,POPLATEK MESICNE,1993-10-25,3,1996-12-31,0,74,85253.5,95283.2,-0.11764560985765977,8160.6,25680.4,16437.144594594592,4237.307961952073,8201.4,0,0.8506899739909617,1.0719674714862584,0.9215723936324711,0.7804421757116862,0.0,84526.0,43275.2,0.0,52008.0,-1.0,0.4541745029554003,0.9914666260036245,-1.0,0.0,0.0,0.0,0.0,12.0,396.0,0.0,727.5,0.0,south Bohemia,93931,8427,1913,1.020811099252935,1.54,1.375,56.9,107,0.0,0.0,0.0,0.0,-1,-1.0,-1,0.0,0.0,-1.0,0.0,-1,-1,0.0,0.0
51,36,51,43,OWNER,1979,12,2,F,17,youth,36,POPLATEK MESICNE,1994-06-12,2,1996-12-31,0,76,313771.4,334363.2,-0.0656267588441776,36389.0,82778.2,57126.88157894737,10293.540634212772,58259.0,0,0.8713803402155563,0.7972934935789661,1.1386619882158375,1.0336051048331432,27100.0,310804.0,228195.2,0.0,79068.0,0.08104958918924092,0.6824770190020911,0.9905427964435254,-1.0,0.0,0.0,0.0,0.0,12.0,79068.0,0.0,2967.4,0.0,north Bohemia,159617,9198,6132,1.0579710144927537,4.28,1.2852852852852854,85.2,131,0.0,0.0,0.0,0.0,-1,-1.0,-1,0.0,0.0,-1.0,0.0,-1,-1,0.0,0.0
52,32,52,44,OWNER,1924,12,12,M,72,Senior,32,POPLATEK MESICNE,1993-05-10,3,1996-12-31,0,54,51317.7,39253.2,0.2350943241805459,12225.5,29423.9,19119.805555555555,4575.620645041177,26639.2,0,0.8485851497101315,1.349268663331856,1.8137878402442127,1.692307692307692,0.0,0.0,11125.2,50400.0,28128.0,-1.0,0.28342147901317605,-1.0,1.7918088737201365,0.0,0.0,0.0,0.0,12.0,28128.0,50400.0,917.7,0.0,north Bohemia,105058,9272,4505,1.0380184331797235,3.22,1.1500000000000001,81.0,118,0.0,0.0,0.0,0.0,-1,-1.0,-1,0.0,0.0,-1.0,0.0,-1,-1,0.0,0.0
55,45,55,47,OWNER,1948,9,18,F,48,Adult,45,POPLATEK MESICNE,1993-08-08,3,1996-12-31,0,108,460547.5,461883.2,-0.0029002437316455122,19497.4,87874.8,44775.01388888889,16198.991166456228,43047.1,0,0.897152719025835,1.0036906017211469,1.0869088820247803,1.0154467404315524,0.0,0.0,374715.2,458342.0,87168.0,-1.0,0.8112769635267097,-1.0,5.258145190895742,0.0,0.0,12.0,1692.0,12.0,83280.0,0.0,2205.5,0.0,east Bohemia,77917,8390,2122,1.0201923076923076,2.89,1.2675438596491229,53.5,132,0.0,0.0,0.0,0.0,-1,-1.0,-1,0.0,0.0,-1.0,0.0,-1,-1,0.0,0.0
59,1,59,50,OWNER,1957,2,18,M,39,Adult,1,POPLATEK MESICNE,1994-05-06,2,1996-12-31,0,86,213606.7,221491.2,-0.03691129538539755,16996.0,49703.2,30857.57093023256,6141.239136082941,30449.6,0,0.8525185765114605,0.9775654794556762,1.018463028036759,1.0184118317246715,0.0,211990.0,133975.2,0.0,87516.0,-1.0,0.6048782073509016,0.99243141717933,-1.0,0.0,0.0,0.0,0.0,12.0,3228.0,0.0,1616.7,0.0,Prague,1204953,12541,99107,1.1567515202446397,0.43,1.4827586206896552,100.0,167,0.0,0.0,0.0,0.0,-1,-1.0,-1,0.0,0.0,-1.0,0.0,-1,-1,0.0,0.0
62,77,62,53,OWNER,1932,12,8,M,64,Adult,77,POPLATEK MESICNE,1995-06-07,1,1996-12-31,0,53,52218.4,42807.2,0.18022765921590864,12986.8,27049.6,18748.17358490566,3467.326958643356,23546.6,0,1.16607808690664,0.951943560860303,1.5183324027545133,1.402383703513502,0.0,0.0,8595.2,51324.0,34212.0,-1.0,0.2007886523762358,-1.0,1.5001753770606805,0.0,0.0,0.0,0.0,12.0,34212.0,51324.0,894.4,0.0,north Moravia,148545,8909,3590,1.0375722543352601,5.56,1.3865336658354115,53.5,113,0.0,0.0,0.0,0.0,-1,-1.0,-1,0.0,0.0,-1.0,0.0,-1,-1,0.0,0.0
63,4,63,54,OWNER,1959,6,4,M,37,Adult,4,POPLATEK MESICNE,1995-05-02,1,1996-12-31,0,62,41852.3,45355.2,-0.08369671439801382,10988.2,21631.9,15993.60806451613,2393.906203176312,14902.5,0,0.8724300387887264,0.642862400176646,1.516066707341875,1.0295357403139713,0.0,0.0,17995.2,41052.0,27360.0,-1.0,0.39676156207006036,-1.0,1.5004385964912281,0.0,0.0,0.0,0.0,12.0,27360.0,0.0,800.3,0.0,central Bohemia,149893,9753,5892,1.1235697940503433,5.05,1.0883620689655173,67.4,109,0.0,0.0,0.0,0.0,-1,-1.0,-1,0.0,0.0,-1.0,0.0,-1,-1,0.0,0.0
65,50,65,56,OWNER,1943,5,27,F,53,Adult,50,POPLATEK MESICNE,1994-05-16,2,1996-12-31,0,67,195936.3,194995.2,0.004803091617020311,20001.1,54275.3,33208.114925373135,7184.768495548228,35032.6,0,1.0963987772320243,0.8367822172602143,1.2768984322139267,0.9474024994573594,0.0,194210.0,98035.2,0.0,96960.0,-1.0,0.5027569909413154,0.9911894835209198,-1.0,0.0,0.0,0.0,0.0,12.0,96960.0,0.0,1726.3,0.0,east Bohemia,102609,8187,2134,1.005181347150259,5.45,1.1283643892339545,52.0,94,0.0,0.0,0.0,0.0,-1,-1.0,-1,0.0,0.0,-1.0,0.0,-1,-1,0.0,0.0
66,1,66,57,OWNER,1951,11,10,F,45,Adult,1,POPLATEK MESICNE,1995-05-21,1,1996-12-31,0,76,278921.0,293259.2,-0.051405953657128765,23637.9,69645.8,42869.038157894734,11960.139456767409,35307.6,0,0.9073226126014566,0.8883329706922974,0.9463428127501294,1.0766211917639898,0.0,277004.0,243975.19999999998,0.0,49284.0,-1.0,0.8319438912743401,0.9931270861641827,-1.0,0.0,0.0,0.0,0.0,12.0,49284.0,0.0,1917.0,0.0,Prague,1204953,12541,99107,1.1567515202446397,0.43,1.4827586206896552,100.0,167,0.0,0.0,0.0,0.0,-1,-1.0,-1,0.0,0.0,-1.0,0.0,-1,-1,0.0,0.0
68,43,68,59,OWNER,1946,12,14,M,50,Adult,43,POPLATEK MESICNE,1994-03-27,2,1996-12-31,0,85,196562.0,199795.2,-0.01644875408268135,24145.2,63390.2,42157.50705882353,8995.472805750527,43924.8,0,0.8992035616009305,0.7437388535406746,1.3746002767538401,1.1530361562417235,0.0,194578.0,117175.2,0.0,82620.0,-1.0,0.586476551989237,0.9899064926079303,-1.0,0.0,0.0,0.0,0.0,12.0,8340.0,0.0,1984.0,0.0,east Bohemia,161854,9425,3891,0.9525091799265606,2.5,1.4534883720930232,76.3,125,0.0,0.0,0.0,0.0,-1,-1.0,-1,0.0,0.0,-1.0,0.0,-1,-1,0.0,0.0
70,70,70,61,OWNER,1925,12,22,M,71,Senior,70,POPLATEK MESICNE,1993-12-11,3,1996-12-31,0,74,49184.5,54441.2,-0.10687716658703447,13451.6,28480.7,19140.9,3393.1807188770395,22207.6,0,0.5201035031847134,1.0205858868150515,1.34513496959356,1.2765244028645941,0.0,0.0,26685.2,48228.0,27756.0,-1.0,0.49016553639523014,-1.0,1.7375702550799828,0.0,0.0,0.0,0.0,12.0,19740.0,48228.0,956.5,0.0,north Moravia,285387,10177,10108,1.023284065600324,7.75,1.1689291101055808,89.9,81,0.0,0.0,0.0,0.0,-1,-1.0,-1,0.0,0.0,-1.0,0.0,-1,-1,0.0,0.0
72,47,72,62,OWNER,1923,1,13,M,73,Senior,47,POPLATEK MESICNE,1993-03-28,3,1996-12-31,0,68,62078.9,71911.2,-0.15838392755026257,16355.6,32498.5,23367.779411764706,4122.400893247093,16430.0,0,0.9074362092756743,1.1260164366119745,0.6952129661153619,0.8292110508605354,0.0,0.0,44635.2,60948.0,27276.0,-1.0,0.6206988619297134,-1.0,2.2344918609766826,0.0,0.0,0.0,0.0,12.0,27276.0,60948.0,1130.9,0.0,east Bohemia,162580,9538,5410,0.8899490047705214,1.81,1.1986754966887418,72.8,111,0.0,0.0,0.0,0.0,-1,-1.0,-1,0.0,0.0,-1.0,0.0,-1,-1,0.0,0.0
77,1,77,66,OWNER,1956,2,18,F,40,Adult,48,POPLATEK PO OBRATU,1993-12-03,3,1996-12-31,0,67,583884.7,594925.0,-0.018908356392966022,7811.4,129812.6,62247.35223880597,25558.784008132137,49382.8,0,1.0243450445248155,0.7387946950798416,1.6519864947820748,0.9304821187664198,0.0,0.0,594925.0,581270.0,0.0,-1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2614.7,0.0,Prague,1204953,12541,99107,1.1567515202446397,0.43,1.4827586206896552,100.0,167,0.0,0.0,0.0,0.0,-1,-1.0,-1,0.0,0.0,-1.0,1.0,classic,1100 days 00:00:00,0.0,0.0
78,16,78,67,OWNER,1944,6,13,F,52,Adult,16,POPLATEK MESICNE,1994-10-19,2,1996-12-31,0,97,541291.4,555176.2,-0.025651248107765853,21046.3,94947.4,44827.217525773194,17532.865977447243,35286.0,0,0.8250619512465462,1.126380995399518,1.000854736457594,0.9744723068113096,0.0,0.0,417800.2,539370.0,137376.0,-1.0,0.7525542341332356,-1.0,3.9262316561844863,8.0,55320.0,0.0,0.0,12.0,76716.0,0.0,1921.4,0.0,south Bohemia,93931,8427,1913,1.020811099252935,1.54,1.375,56.9,107,1.0,165960.0,24.0,6915.0,A,0.30660010486033956,561 days 00:00:00,52523.2448,44314.6734375,6915.0,0.0,-1,-1,0.0,0.0
79,37,79,68,OWNER,1969,3,10,F,27,Adult,37,POPLATEK PO OBRATU,1994-12-20,2,1996-12-31,0,111,465388.0,423157.0,0.09074363756693339,25896.9,112710.0,60256.19459459459,18726.71490174999,100228.0,0,0.9542415720337474,1.0426611808406974,1.169473546786775,1.2699440334382497,0.0,0.0,386089.0,462242.0,37068.0,-1.0,0.9124013073161971,-1.0,12.470108988885292,0.0,0.0,12.0,1644.0,12.0,20460.0,0.0,3146.0,0.0,north Bohemia,114006,9065,4166,1.0045816252712805,5.39,1.2085201793721974,62.3,123,0.0,0.0,0.0,0.0,-1,-1.0,-1,0.0,0.0,-1.0,0.0,-1,-1,0.0,1.0
